specialties,company_name,industry,contact_phone,contact_email,company_website,contact_name,designation,Country,State,City,building_location,admin_id,contact_name_notes,company_address
06-06-2017,Ikon,,971 4 4475790,info@iasmedia.com,http://ikonme.com/,Liza,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Resend the mail
06-06-2017,Glocal Guys,,971 4 4519562,info@glocalguys.com,http://glocalguys.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Not valid number,
06-06-2017,Beautiful Garden Dubai,,971 4 3618119,info@beautifulgardendubai.com,http://beautifulgardendubai.com/,Mr. Abdulla,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to manager sent mail,
06-06-2017,Insignia,,971 4 4393434,info@insigniaworldwide.com,http://www.insigniaworldwide.com/,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,,No Need
06-06-2017,"Market Vision Research & Consulting Services LLC, FZC",,971 4 3911241,jacinta@@market-vision.com,https://www.market-vision.org/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,
06-06-2017,"Rasan Tourism, LLC",,971 4 3861009,info@rasantoursuae.com,http://www.rasantoursuae.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Call not connecting,Call not connecting
06-06-2017,Tatbeeq Advertising,,971 4 3689499,info@tatbeeq.co,http://tatbeeq.net/,Carin,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Callback busy,No Need
06-06-2017,Eclipse Production,,971 4 4226058,info@eclipseproduction.ae,http://www.eclipseproduction.ae/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,"Renarte General Trading, LLC",,971 4 4356994,elveera.dsouza@renartellc.ae,http://www.renartellc.com/,Ms. Elveera,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Resend the mail
06-06-2017,"Links Arabia Advertising, LLC",,971 4 4327976,info@inks-arabia.com,http://www.linkscommunication.com/new/index.html,Mr. Babar,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to HR sent mail small company no need,will let us know
06-06-2017,Primedia International,Media,971 4 4396690,online@primediaintl.com,http://www.primediaintl.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Not valid number,Not valid number
06-06-2017,ITN Group,,971 4 4221919,info@itngroup.ae,http://www.itngroup.tv/,Mr. Hussain,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,No Responses
06-06-2017,"DM3 FZ, LLC",,971 4 4540363,info@dm3institute.com,http://www.dm3institute.com,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,NP call,No Responses
06-06-2017,The Bric Group,,971 4 427 5072,joy@bric-investment.com,http://bric-investment.com/contact/,Ms. Joy,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,recollecting the office so busy
06-06-2017,Louna Media Solutions,Media,971 4 4563934,info@louna.tv,http://www.louna.tv/,Mr. Junaid,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Resend the mail
06-06-2017,Cactimedia,Media,971 4 3609966,info@cactimedia.com,https://www.cactimedia.ae/,Kaniga,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,NP call,Send the mail
06-06-2017,Wendy's,,971 4 4?3?279?80,,,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Call not connecting,Call not connecting
06-06-2017,CPI Media Group,Media,971 4 4409100,info@cpimediagroup.com,http://www.cpimediagroup.com/,HR,Lina,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,call after 1 month for hr,Send mail
06-06-2017,F1rst Yacht,,971 4 3754148,info@f1yacht.com,http://ww38.f1yacht.com/,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,Not valid number,Not valid number
06-06-2017,"Activem Investment, LLC",,971 4 4327522,,,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,No need,
06-06-2017,Essential Dental Centre,Healthcare,971 4 2776055,info@mcgill.ae,,Mr. Nawas,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,call back within an hour
06-06-2017,Twilight Boats Rental,,971 4 3?6?070?43,hr@101trading.ae,,Sheela,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sheela sent mail,will get back
06-06-2017,Photography 360 Degree,Media,971 4 2771551,,,,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,NP call,No Responses
06-06-2017,Broadway,Inte,04-2215222,hrm@essayauto.com,,Mr. Ashraf,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail to HR,call back on monday
06-06-2017,Body Time Dubai,Healthcare,971 543946081,bodytime.business.bay@gmail.com,www.body-time.ae,HR,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,,
06-06-2017,"Space Max Contracting, LLC",Contracting,971 4 4258461,surajrspace@gmail.com,http://www.spacemaxco.com/,Mr. Suraj,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,call back on sat
06-06-2017,Index Infotech,IT,971 4 2760404,info@indexinfotech.com,http://www.indexinfotech.com/,Mr. Prem,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,NO Responses
06-06-2017,Empires Heights,,971 4 4427830,info@empirehfbb.com,http://www.empirehfbb.com/,Ms. Eroth,,United Arab Emirates,Dubai,TECOM,GROSVENOR BUSINESS TOWER,Anisha1,spoke to admin sent mail,Will get back soon
,Media Cast,Media,971 4 4392383,hr@mediacastsys.com,http://www.mediacastsys.com/home/,Anna,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin anna sent mail to hr,Went Out Call Back tomo
,Gulf Technical Commercial Printing Press,,971 4 4430366,acmediacity@gulftechnical.com,http://gtcpp.com/,Ms. Shahery,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,on leave call by monday/tomo
,Bennyfeiz Interiors,,971 505?0?723?82,info@bennyfeiz.com,http://bennyfeiz.com/en.html,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Mobile Number,No Responses
,Iris Middle East,,971 4 3681869,info@iris-worldwide.com/andreia.jhoolun@mcfatchi.com,http://www.iris-worldwide.com/,Andreia,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Adv to send the mail
,"Petronor, FZE",,971 4 4323867,maricel.briones@petronorgroup.com,http://www.petronor.com/,Ms. Maricel,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to admin,will get back
,Restrata,,971 4 3751638,uae@restrata.com,http://www.restrata.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not picking up the call,Disconnected
,Game Design Solutions,,971 4 3681939,sales@game-designs.net,http://game-designs.net/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Busy call back later
,Intergence System Solution,,971 4 4345880,contactuae@intergence.com,https://www.intergence.com,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not valid number,Not valid number
,"M & C Saatchi FZ, LLC",,971 4 3681868,info@mcsaatchi.ae,http://www.mcsaatchi.ae/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,Constellis,,971 4 3?9?129?35,info@constellis.com,https://constellis.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,No need aspoke to admin,
,Jcdecaux Dicon Middle East,,971 4 4398400,lila.daouti@jcdecaux.com,http://www.jcdecauxme.com/,Ms. Lila,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin michelle sent mail to hr,No Responses
,"Constellation Communication And Events Private, LTD",,971 4 4227996,info@constellation.ae,http://www.constellationdubai.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not valid number,Not valid number
,Getty Images,,971 4 4479500,service.me@gettyimages.com,http://www.gettyimages.in/?irgwc=1&esource=AFF_GI_IR_CitizenHawk_13696&asid=CitizenHawk&cid=GI,Ms. Noor,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail,Resend the email
,Dragon Wave Inc.,,971 4 4537324,waqas.akbar@dragonwaveinc.com,http://www.dragonwaveinc.com,Mr. Waqas,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail,No Responses
,"Digital Barriers Company FZ, LLC",,971 4 4218906,info@digitalbarrier.com,http://www.digitalbarrier.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,Beelink Productions,,971 4 4?5?427?19,hala.obied@beelink.tv,http://www.beelink.tv/,Ms. Hala,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to HR,They alreadt have it
,Wockhardt Bio AG,,971 4 4568185,abaldiwala@wockhardt.com,http://www.wockhardtbio.com/,Ms. Arwa,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to HR,They alreadt have it
,Elof Hansson,,971 4 3681581,info@elofhansson.com,http://www.elofhansson.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not valid number,Not valid number
,"Cegal FZ, LLC",,971 4 4337471,imran@cegal.com,https://www.cegal.com/,Mr. Imran,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to hr as of now no requirements they will call back,no requirement
,BMI Rsearch,,971 4 4356193,enquiry@bmiresearch.com,http://www.bmiresearch.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,HR is in London,Headoffice is in london so no use
,Your Social,,971 4 4218099,selenka@yoursocial.nl,http://yoursocial.agency/en/,Ms. Selenka,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,Disconnected
,Arabsat,,971 4 3671114,hr@Arabsat.com,http://www.arabsat.com/english/home,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,No Responses
,"Eppendorf Middle East, FZC",,971 4 3692954,info-dubai@eppendorf.ae,https://www.eppendorf.com/ME-en/,Ms. Sharon,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,HR in germany spoke to admin sent mail admin,on Leave will come by next week
,Roland Berger,,971 4 4464080,,https://www.rolandberger.com,Ms.Sandra,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,Advs that she is intersted
,"IDC MEA, FZE",,971 4 3912741,info@idc-cema.com,www.idc-cema.com,Ms.Sara,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Advs that she is intersted
,"gTeam, LLC",,971 4 4489298,info@gteamers.com,http://www.gteamers.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Hr is n another country,No Responses
,Morpho Cards,,971 4 3697555/97143697529,info@morpho.com,https://www.morpho.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Disconnected
,"BNC Publishing, LLC",,971 4 4200506,rabih@bncpublishing.net,http://bncpublishing.net/,Mr. Rabih,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,in meeting call back bu 2
,"RAS Infotech Computers & Requisites Trading, LLC",,971 4 3911300,akram@rasinfotech-dubai.com,http://www.rasinfotech-dubai.com/,Mr. Akram,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,HR is in another office,went out will be back by next week
,Operon Middle East,,971 4 3?6?880?51/043635494,helpdesk@operon.co,,Paterin,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Gave new number to call adv to send the email
,"Upstream Systems, FZE",,971 4 4?5?510?20,support@upstreamsystems.com,http://www.upstreamsystems.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Busy call back later
,Clear2pay ME,,97143681808/43688091,getinfo@fisglobal.com,http://www.fisglobal.com/solutions/Payment%20Solutions/Enterprise%20Payments,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not valid number,Not valid number
,Fitch Ratings,,971 4 4241200,mandy.parker@fitchratings.com,https://www.fitchratings.com/site/home,Ms.Mandy,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to hr,Office is in London
,Enthralogy,,971 4 4?4?310?37,info@enthralogy.me,http://enthralogy.me/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Residence number,
,B4 Capital,,971 4 3754791,info@b4capital.com,http://b4capital.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,Richard Wolf Middle East,,971 4 3681920,info@richhard-wolf.com,,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,Waldner Laboratory Furniture,,971 4 4504167,info@waldner-lab.de,,Ms. Naseem,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,call back after ramadan spoke to admin,No Responses
,Deal Gobbler,,971 4 4465920,visakh@dealgobbler.com,http://www.dealgobbler.com/,Visakh,IT Manager,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Send mail
,Abensa Biota Group,,971 4 3681755,,,,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,No need,
,Bench Mark Middle East,,971 4 4313612,info@benchmark-ad.com,,,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,"LSI PROJECTS FZ, LLC",,971 4 3616669,info@lsiprojects.com,http://www.lsiprojects.com/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail,No Responses
,"ATC3 Productions FZ, LLC",,971 4 3748514,info@act3.ae,http://www.act3.ae/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not interested,
,Vislink,,971 4 4579219,sales@vislink.com,,,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,Not interested,
,G TV,,971 4 3681771,info@gtv.ae,http://gtv.ae/,Ms Sheela,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,Not interested
,First Mobile Wallet,,971 4 3695516,sda@f-mw.com,http://www.firstmobilewallet.net,Ms. Sharon,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin sent mail to admin,Disconnected
,Arab Brodcast Services,,971 4 3?6?254?08,dubai@sng.co.uk,http://www.sng.co.uk/,HR,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,"Thi Global FZ, LLC",,971 4 3752430,,,,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,NP call,No Responses
,Broadway Entertainment Group,,97144385515,Info@broadwayentertainmentgroup.com,http://broadwayentertainmentgroup.com,Ms.Ireena,,United Arab Emirates,Dubai,TECOM,AL THURAYA TOWER,Anisha1,spoke to admin,
15-10-2017,"Veloce Interior & Exhibition Trading, LLC",,971 4 422 1864,info@velocedubai.com/pa2@velocedubai.com,http://velocedubai.com/,Rubly,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,advise that will send the mail will get back,call transfer and disconnected
,ghazanfar group uae,,"971 55 902 7437,971 4 446 9799",info@ghazanfargroup.com,www.ghazanfargroup.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,"Ravian Shipping Line, LLC",,"971-52-7722737,971-54-7914700",query@rahshiplog.com,https://www.rahshiplog.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,Regus - Abu Dhabi Airport Road,,971 2 414 6666,abudhabi.alghaith@regus.com,https://www.regus.co.in,John,Customer Servies,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,advise that will send the mail will get back,if have any requirement will get back
,"Target Construction Company, LLC",,971 2 205 2222,mail@target.ae/mohammed.qunidi@target.ae,http://www.target.ae,Reshel,Reci,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,spoke to Hr Mohammed Advise that no reqirement,no requiremnts
,"Gates Design, LLC",,971 4 428 8871,info@gatesdesignllc.com,http://www.gatesdesignllc.com/,Annie,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,will get back,Resend the email
,Green Future Real estate company,,971 55 495 2307,info@gfdubai.com,http://www.gfdubai.com/,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,"Tanassub Contracting & Decor, LLC",,97144534348,info@tanassub.ae,www.usgbc.org/leed,Mr.Thairo,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,No Responses,Adv no need
,Perfetti Hospitality Supplies company,,971 4 361 8820,admin@perfetti.ae,http://www.perfetti.ae/,Mohammed,HR,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not Intested,
,"CSG Talent, LLC",,971 (0) 4 512 4085,mena@csgtalent.com,https://www.csgtalent.com/,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,advise that take mail id from website and amail,
,Happy Learning Nursery,,02 4444 274,nurseryhappyhearts@gmail.com,http://www.happyheartsnursery.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,incorrect number,
,"RME Machinery & Equipment Trading, LLC",,971-568967001,info@alsayeghtrading.com,www.alsayeghtrading.com,Mr.Mervin,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,No REsponses,Adv to send the mail
,"Neuron Systems & Solutions, LLC",,97145519880,info@neuronsoultion.com,http://www.neuronss.com/,Candida,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advise that itz a small private company ony with4 staff,Will call if requirement
,Five C Elite Contracting,,97144325154,,www.epromis.net,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,No REsponses,No Responses
,"Arms & McGregor International Realty, LLC",,971 4 453 3317,invest@armsmcgregor.com,www.armsmcgregor.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not Intersted,
,"FirstBIT, LLC",,971 4 432 11 32,it@firstbit.ae,https://firstbit.ae/,Gelin,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advs that will reply,went for lunch will call back
,"Projeco Contracting, LLC",,971 4 367 2055,deval@projeco.com,http://www.projecocontracting.com/,Devan,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,call back on Sat concern person will be there,Spoke to jothi adv call back later
,"AAJ Property, LLC",,971 4 434 3106\9714434107,Info@Aajproperty.Com,http://aajproperty.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,No Responses,No Responses
,"Asi Astro Landscapes, LLC",,97142775962,simon@asi-sport.com,http://www.asi-court.co.nz,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,"Robotics Trading Of Security System Equipment, LLC",,971 2 657 2300,mha.dm@adssecurties.agm,http://www.robotics-uae.com/,Meera,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Re-send the mail,she is not in the office today will back on monday
,"Veyron Investment, LLC",,971 4 276 7292,info@veyroninvest.com/admin@veyroninvest.com,http://www.veyroninvest.com/,jitin,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,"Aspect Alliance Engineering, FZC",,97145518588,info@aspectgroup.net/mbrionts@aspectgroup.net,http://www.aspectgroup.net/,Meig,Receptionist,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advise to mail,
,"Armal Health Food, LLC",,971 4 332 0024,info@armal.ae,http://gnc-me.com/,-,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,not intersted,
,"Al Mufid, LLC",,971 4 421 8338,reggie@almufid.ae,http://www.almufid.ae/,Reggie,Receptionist,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advise will mail,Resend the mail
,"AMC Protection Company, LLC",,971 4 3416617,info@amc-protection.com,http://www.amc-protection.net/,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,
,"ORSINI SPI, LLC",,971 4 434 3237,info@orsini-spi.com,http://www.orsini-spi.com/,Josfin,Receptionist,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Advise that she is busy mail the details,Adv that she is busy call back tomo
,Legacy Homes Real Estate Brokers,Real Estate,971 4 329 8121,info@legacydubai.com,www.legacyrealestate.ae,Nisha,Receptionist,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,"Advise there is no hiring ,Advise will send mail anyhow",Adv to call back tomo
,"Thomas Homes Group, LLC",,97144521197,info@thomashomesuae.com,http://www.thomashomesuae.com,Meriya,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,Adv to send mail will get back
,"Family Food Trading, LLC",Food Trading,9.72E+11,,https://2gis.ae/dubai/firm,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Disconnected,No Responses
,"Raaziq International, LLC",,9.72E+11,info@raaziq.com.pk,http://www.raaziq.com,,,United Arab Emirates,Dubai,TECOM,SMART HEIGHT OFFICE TOWER,Anisha1,Not valid number,
